Title	Description	Category	ID	Item ID	Condition	Price	Model	Storage	Image 1	Image 2	Image 3
Apple iPhone 5 -16GB White Sprint Smartphone Icloud Activation Unlocked	needs a new lcd worked perfect before lcd broke must use sprint Posted with eBay MobileOn Mar-01-14 at 15:21:40 PST, seller added the following information:yes the esn is clean this was my previous phone should not be locked as said by sprint employee but if it is locked and the dude from sprint lied i can send you the password soon as auction end any more questions i will respond almost instant via phone app Please note it does need a new lcd can turn on and work but the right part of the screens lcd is dead once you fix the lcd it will be fine but it is locked to sprintOn Mar-01-14 at 15:21:41 PST, seller added the following information:yes the esn is clean this was my previous phone should not be locked as said by sprint employee but if it is locked and the dude from sprint lied i can send you the password soon as auction end any more questions i will respond almost instant via phone app Please note it does need a new lcd can turn on and work but the right part of the screens lcd is dead once you fix the lcd it will be fine but it is locked to sprint	Cell Phones & Accessories:Cell Phones & Smartphones	11	321370535390	1	127.5	5	2	http://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/6p0AAOxywh1TEXmJ/$_12.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/19QAAOxyGwNTEXmN/$_12.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/ZnIAAOxy0bRTEXmS/$_12.JPG?set_id=880000500F
Apple iPhone 4 - 8GB - White (Sprint) Smartphone	Great, near MINT pre-owned condition. Just upgrading. Posted with eBay Mobile	Cell Phones & Accessories:Cell Phones & Smartphones	12	221404261740	2	96.99	3	1	http://i.ebayimg.com/00/s/NjAwWDQxMQ==/z/K8QAAOxyyq5TNmz-/$_12.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/Mzc1WDUwMA==/z/PQwAAOxy039TNm0A/$_1.JPG?set_id=8800005007	http://i.ebayimg.com/00/s/NTAwWDM3NQ==/z/fzQAAOxy0zhTNm0C/$_1.JPG?set_id=8800005007
Brand New Factory Sealed Apple iPhone 5s Grey Verizon Factory unlock 16GB	"This is the brand New Factory Sealed iPhone 5s 16GB Grey Verizon factory unlocked with all original accessory in box. Will working for ""All"" the carrier in the world. let me know if have any question. Posted with eBay Mobile"	Cell Phones & Accessories:Cell Phones & Smartphones	13	181368981851	6	636.0	7	2	http://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/WGsAAOxy0zhTO654/$_12.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/HCAAAOxy039TO657/$_12.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/LxMAAOxyCGNTO65-/$_12.JPG?set_id=880000500F
Apple iPhone 1st Generation 2G 8GB A1203 Very Excellent Condition Unlocked GSM	SquareTrade  AP6.0 1st Generation Apple iPhone 2G - 8GB Classic iPhone 2G 8GB - 1st generation 2G sturdy metal.The RARE iphone that Apple no longer has it in StockFirmware verson: 3.1.3This phone has clean LCD touch screen display, all buttons, camera and WiFi working properly. The battery is in good condition, lasting long time between charges. The iPhone is unlocked, READY to be USED WORLDWIDE. Package content: 1st Generation iPhone 2G - 8GB and accessories from the newer generation version including the Apple iPhone 3 gs gift box, USB sync cable, SIM ejector, paper inserts, and wall Charger - US version. Please check the pictures. SquareTrade  squaretrade warranty v2.0	Cell Phones & Accessories:Cell Phones & Smartphones	14	351036518742	2	202.5	0	1	http://i.ebayimg.com/00/s/ODQyWDExMzA=/z/to8AAOxykmZTNmjv/$_1.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/MTI0MFg5Mjg=/z/h7oAAOxyUgtTNmfj/$_1.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/MTEwMlg5ODY=/z/gVwAAOxyhXRTNmfn/$_1.JPG?set_id=880000500F
Apple iPhone 5s (Latest Model) - 16GB - Space Gray (Verizon) Smartphone	This was my personal phone up until recently. The phone is fully functional and works great. The only flaw is the cracked screen. After it happened I chose to not get it repaired and switched to a different phone. The photos were taken by me and what you see is what you get. Happy bidding! I SHIP WITHIN THE UNITED STATES ONLY!!!!!	Cell Phones & Accessories:Cell Phones & Smartphones	15	161262413808	2	410.0	7	2	http://i.ebayimg.com/00/s/MTYwMFgxMDk3/z/YrEAAOxyhXRTK8BB/$_12.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/MTQ2OFgxMTAx/z/bS0AAMXQuTNTK8Bj/$_12.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/MTIyM1gxNTIx/z/jvMAAMXQydtTK8Cm/$_12.JPG?set_id=880000500F
iPhone 4 - 32GB - (AT&T)Smartphone with customized Red Casing	iPhone 4 with customized red casing. Works perfect. Accessories are not included. Posted with eBay Mobile	Cell Phones & Accessories:Cell Phones & Smartphones	16	261437722676	2	150.0	3	3	http://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/I6EAAMXQVT9TC7Pf/$_1.JPG?set_id=8800005007	http://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/f~gAAOxywh1TC7Pk/$_1.JPG?set_id=8800005007	http://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/AykAAOxy0NtTC7Pq/$_1.JPG?set_id=8800005007
Apple iPhone 5S 16GB - Silver (Unlocked)	This phone is like new it still had plastic on front and back. It comes with charger head phone and a case. Posted with eBay Mobile	Cell Phones & Accessories:Cell Phones & Smartphones	17	261437720743	4	534.0	7	2	http://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/VTUAAOxyjxlTKgPI/$_12.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/jdAAAOxy4eJTKgPS/$_12.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/Hu0AAMXQydtTKgPa/$_12.JPG?set_id=880000500F
Apple iPhone 4 - 16GB - Black (AT&T) Smartphone (MC318LL/A)	iPhone 4! Cracked screen but everything works! All you need is a small repair and you're good to go! Includes charger. Posted with eBay Mobile	Cell Phones & Accessories:Cell Phones & Smartphones	18	121310643188	2	79.0	3	2	http://i.ebayimg.com/00/s/MTYwMFgxMTY5/z/RTwAAOxydUJTO6vt/$_1.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/vU4AAOxyUgtTO6vu/$_1.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/-coAAOxy4eJTO6vv/$_1.JPG?set_id=880000500F
Apple iPhone 4 - 16GB - Black (Factory Unlocked) Tmobile	Some signs of wear it has a screen protector no scratches on screen includes a 2680 MAH battery originally ATT phone I was using it with tmobile works fine decided to sell since I bought a new phone has a small crack on the edge but it doesn't affect the phone at all clean ESN phone only no charger questions feel free to ask MUST MAKE PAYMENT WITHIN 2 DAYS	Cell Phones & Accessories:Cell Phones & Smartphones	19	121309017122	2	189.0	3	2	http://i.ebayimg.com/00/s/NDAwWDMwMA==/z/5E8AAOxyyq5TOQlo/$_1.JPG?set_id=8800005007	http://i.ebayimg.com/00/s/NDAwWDMwMA==/z/YQAAAMXQeKNTOQlr/$_1.JPG?set_id=8800005007	http://i.ebayimg.com/00/s/NDAwWDMwMA==/z/xIIAAMXQuTNTOQlv/$_1.JPG?set_id=8800005007
Apple iPhone 5 16GB Black ID LOCKED	Apple iPhone 5.The frame has scratches This phone does have a lock on the activation so you cant get past the activation screen. There is no RETURN ON THIS DEVICE.	Cell Phones & Accessories:Cell Phones & Smartphones	20	161266078080	2	170.0	5	2	http://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/syYAAOxyyq5TO6SQ/$_1.JPG?set_id=8800005007	http://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/TRsAAMXQeKNTO6SW/$_1.JPG?set_id=8800005007	http://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/54gAAMXQuTNTO6Sb/$_1.JPG?set_id=8800005007
Apple iPhone 4 - 16GB - White (Unlocked) Smartphone (MC536LL/A) +EXTRAS	"iPhone is in really good condition. It's has always had a screen protector and case on it. I'm including four (4) ""snap on"" cases, a wallet case, and a white/green bumper case. I'm also including a usb charging cord. I'm NOT including a wall charger. Does NOT come with a sim card. No Returns. If you have nay questions please feel free to ask before bidding. Thank you!"	Cell Phones & Accessories:Cell Phones & Smartphones	21	321364793170	2	207.5	3	2	http://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/TMMAAOxyOMdS9bT4/$_1.JPG?set_id=8800005007	http://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/KPYAAMXQVERS9bbH/$_1.JPG?set_id=8800005007	http://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/V5YAAOxyRhBS9ba~/$_1.JPG?set_id=8800005007
SPRINT-Apple iPhone 4 - 8GB - White-Smartphone-Used-very good condition	Sprint iPhone 4 8GB in white. Phone was kept in a case it's whole life. Very good condition. Although the case apparently didn't do a very good job since there are a few scuffs and very small nicks along the top of the phone and a small nick on the side of the phone. I also see a light scratch or two on the screen when I hold it to the light when it's powered off. Phone is factory restored. No head phones or factory charger. I am including a few cases/protectors that we have also. Selling because the family upgraded. Winning bid agrees to pay within 48 hours of auctions end. Pay Pal only. I only ship to the continental 48 United States. Free shipping! Thanks for looking.	Cell Phones & Accessories:Cell Phones & Smartphones	22	201062416368	2	93.0	3	1	http://i.ebayimg.com/00/s/MTM3N1g3NzY=/z/JaYAAMXQeKNTMkSw/$_1.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/MTUxMVg5NjE=/z/m4MAAMXQydtTMkTF/$_1.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/MTYwMFg4Njg=/z/4hoAAOxyCGNTMkS4/$_1.JPG?set_id=880000500F
Apple iPhone 4 - 16GB - Black (AT&T) MINT condition 	Posted with eBay Mobile	Cell Phones & Accessories:Cell Phones & Smartphones	23	141239855835	2	126.99	3	2	http://i.ebayimg.com/00/s/NTAwWDM4OQ==/z/NBYAAOxyyq5TNhsr/$_1.JPG?set_id=8800005007	http://i.ebayimg.com/00/s/NTAwWDM5Mg==/z/obUAAOxy0zhTNhst/$_1.JPG?set_id=8800005007	http://i.ebayimg.com/00/s/NTAwWDQzNg==/z/NFQAAOxyyq5TNhsu/$_1.JPG?set_id=8800005007
Apple iPhone 4 - 16GB - Black (Verizon) Smartphone	PLEASE, READ BEFORE BIDDING Leaving Feedback: Is there an Issue? Message us and We'll Fixt It! Return Policy: All Buyers have 30 days to return for any reason. Used Items: You are bidding on used devices. Photos: Photos only tell part of the story. Read Description. ---------------------------------------------------------------- Description: iPhone 4 16GB Black Verizon in Good Condition Condition: - iPhone 4 16GB Black Verizon in Good Condition with Clean ESN. Front and Back are not oroginal and have been replaced at one point. Phone is in Good Condition overall. ESN / IMEI / SN and ID: - Serial Clean for Carrier? - YES. - Serial Unlocked for Multiple Carriers? - NO. - Factory restored / wiped? - YES. - iCloud Locked / Password Locked? - NO. Clean. Functionality: - Powers On? - YES - Charging Port Works? - YES - Dead or Water Damaged? - NO - Speaker / Earepiece work? - YES - All Buttons Work? - YES. - LCD / Touch Screen Work? - YES What's Included: - Phone - Working Battery What's NOT Included: - Charger - Box - Manual - Headphones ------------------------------------------------------------------------------------------------------------------------------------------------------- Payment We only accept PayPal payments. Immediate payment are required for all Buy-It-Now items. If payment is not received within 4 days of the auction end date an unpaid item case will be opened automatically in the system. If your payment is not received by the 9th day the item will be relisted and an unpaid item claim will be reported against your account automatically. This process is automatic and no payment will be accepted beyond this point. Bidders, please pay promptly so that no issues will arise and item can be processed quickly. Always message for any trouble. ------------------------------------------------------------------------------------------------------------------------------------------------------- Shipping We are devoted to Free and Easy shipping. All items will be shipped within 24 hours of receiving payment, with the exception of weekends and holidays. Auctions won on weekends or holidays will be shipped the following business day. Please note that USPS holidays can cause delay shipping and the seller is not responsible for the holiday schedule. We only ship to eBay / PayPal confirmed addresses. Buyers are responsible for updating addresses before payment. Once payment is received and item is shipped to the listed address it is out of our hands. Any item that is returned to us as undeliverable will receive additional shipping charges. **We participate in Ebay's Global Shipping Program. All international orders are shipped through this program. Additional fees apply for ebay global shipping. Buyer is responsible for understanding terms. Auctions that sell for $250 or more will always require signature confirmation upon delivery. ------------------------------------------------------------------------------------------------------------------------------------------------------- ReturnsAll sales are backed by a 30 day guarantee. Specific details regarding return policy can be found on the next page. Please be sure to read those details specifically as they pertain to almost 90% of issues regarding returns. If you have any issues with the performance of your item, please contact us through eBay messages and we can guarantee a refund upon receipt. We may or may not be able to provide you with a replacement of the same make or model of the purchased item. Such a request is not guaranteed and a buyer may not make such demands. It's a buyers responsibility to understand these terms before bidding. All refunds are processed within 5-7 business days of receiving the item. All return shipping costs are paid for by the buyer unless the return is determined as a result of faulty equipment or item not as described by listing. Only then is a seller responsible for return costs. No faulty claims may be raised in order to waive these costs. Seller will examine all claims upon receipt of original item. ------------------------------------------------------------------------------------------------------------------------------------------------------- Feedback Positive feedback and a high star ratings are extremely important to us. Customer service is our top priority. If you have any issues, always contact us first. Do not leave feedback on unresolved items, cases or open issues. We promise to resolve any issue or claim. ------------------------------------------------------------------------------------------------------------------------------------------------------- Contact Us If you have any questions or concerns, please contact us through eBay messages. We usually respond within 1-2 business days. We are closed on Saturday and Sunday even though we have live auctions. We are happy to receive messages on the weekend, but our response will likely wait until Monday. Customer Service Hours: Monday-Friday 9:00am to 5:00pm EST Messages received on weekends or holidays will be responded on the next business day. ------------------------------------------------------------------------------------------------------------------------------------------------------- _gsrx_vers_563 (GS 6.7b10 (563)) On Apr-03-14 at 23:22:55 PDT, seller added the following information: Your own return desk 24/7 Powered By PhiConnect.com	Cell Phones & Accessories:Cell Phones & Smartphones	24	301144076427	2	117.5	3	2	http://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/gNIAAOxy0x1TPkjy/$_12.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/~B8AAOxyUylTPkj2/$_12.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/jNsAAOxy4eJTPkjz/$_12.JPG?set_id=880000500F
Apple Iphone 4 -Verizon 16gb Custom Purple Clean Esn Great Condition One Day!!	Aloha! Up for sale is a custom iphone 4 16gb for verizon. new purple front glass and used back black with a few scratches no cracks. Iphone has a clean esn and ready to be activated. No icloud/activation lock!! Please see pictures for reference. This listing is for PHONE ONLY. Thanks for looking and be sure to check out my other listings!!! If you have any questions please don't hesitate to message me. Only shipping within the US. Will NOT ship to APO/FP or any other military addresses. Dont even bother bidding for this auction if you dont have the money ready. Paypal payment needs to be received immediately. PLEASE NO SCAMMERS! Posted with eBay Mobile Posted with eBay Mobile	Cell Phones & Accessories:Cell Phones & Smartphones	25	131158296127	3	103.25	3	2	http://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/NzkAAOxy0zhTOy-U/$_12.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/Y5sAAOxyhXRTOy-Z/$_12.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/MTAwMFg3NTA=/z/5ToAAOxyUgtTOy-b/$_12.JPG?set_id=880000500F
Apple iPhone 4s - 16GB - Black (AT&T) Smartphone (MC918LL/A)	Gently used iPhone with a Lifeproof case and Otterbox case. Bid with confidence my feedback says all Posted with eBay Mobile	Cell Phones & Accessories:Cell Phones & Smartphones	26	131156748948	2	210.5	4	2	http://i.ebayimg.com/00/s/MTAwMFg3NTA=/z/Z3AAAOxy4eJTO6Jg/$_12.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/MTAwMFg3NTA=/z/rpwAAMXQydtTO6Ji/$_12.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/MTAwMFg3NTA=/z/Z7IAAOxy4eJTO6Jm/$_12.JPG?set_id=880000500F
Apple iPhone 5 - 16GB - White & Silver (Factory Unlocked!) CLEAN Imei! Free ship	"Apple iPhone 5 16GB White & Silver - FACTORY UNLOCKED - CLEAN Imei! There is no iCloud logged into this device and find my iPhone is off! Device is in overall excellent condition. Screen is in good condition, but there are a few minor scratches that are noticeable when the screen is off. Scratches not noticeable when screen is lit. Small scratches on the bottom of the device next to the charge port as seen in photos. These are hardly noticeable. No other damage/wear around the edges such as scuffs or dents. The edges and sides literally look new and still shiny. The entire device looks like new! 9/10! Back is in perfect condition as well. Device is FACTORY UNLOCKED! Can be used with any Sim card around the world that is a GSM network! Can be used with T-Mobile, AT&T, Simple Mobile, H20, Family Mobile, Straight Talk, Red Pocket, Metro PCS and thousands of other companies around the world! This iPhone can also be used with Verizon wireless! It was originally Verizon and has a clean ESN with Verizon so it can be activated with them as well! Device is 100% fully functional. 100% clean imei. There is no iCloud linked to this device and find my iPhone is disabled as well. Device comes with aftermarket lightning USB cable only. Free fast shipping comes along with this item! No international shipping at this time, we apologize. We only ship to confirmed PayPal addresses. Please make sure your address is confirmed in PayPal to avoid any possible delays with shipping. Thank you! Please do not purchase if you do not live in the United States. We are not offering international shipping for this item. The sale will be canceled and you will be refunded. We are sorry for any inconvenience. As a seller on eBay, I appreciate your business and customer satisfaction is my number 1 concern. Please leave us positive feedback and 5 star ratings on all. Anything less than 5 stars is considered ""Bad"" by eBay. If you were to have any issues please contact me immediately before leaving negative or neutral feedback to allow me a chance to make things 100% right for you. I aim for your nothing less than your 100% satisfaction. Thank you for looking!"	Cell Phones & Accessories:Cell Phones & Smartphones	27	181371374371	2	384.0	5	2	http://i.ebayimg.com/00/s/Njk5WDUyMg==/z/A-4AAOxylpNTPkGr/$_12.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/NjkzWDM2Ng==/z/SQIAAOxyyq5TPkGB/$_12.JPG?set_id=880000500F	http://i.ebayimg.com/00/s/Mzg0WDkyOA==/z/O1IAAOxy4eJTPkHl/$_12.JPG?set_id=880000500F
